,Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
1321,CITY OF VICTORVILLE,32119,Municipal Owned,CA,79,23,0,0,0,0,0,0,0,12,43,1
1322,"SAR GAS, INC.",32122,Privately Owned,PA,193,0,0,0,0,0,25,67,15,41,30,15
1323,CHAUTAUQUA UTILITIES INCORPORATED,32133,Privately Owned,NY,394,0,0,0,0,0,0,0,0,355,39,0
1324,PATRIOTS ENERGY GROUP,32134,Municipal Owned,SC,0,0,0,0,0,0,0,0,0,0,0,0
1325,"GRANGER ENERGY  OF HONEY BROOK, LLC",32136,Privately Owned,PA,6,0,0,0,0,0,0,0,0,6,0,0
1326,MARATHON PIPE LINE LLC,32147,Investor Owned,IL,1,0,0,0,0,0,0,0,0,1,0,0
1327,OHM OPERATING,32162,Privately Owned,TX,15,0,0,0,0,0,0,0,0,0,15,0
1328,POWELL VALLEY UTILITY DISTRICT INC.,32165,Municipal Owned,TN,155,0,0,0,0,0,0,0,0,0,0,155
1329,AERO ENERGY,32170,Cooperative,DE,719,0,0,0,0,0,0,0,0,355,364,0
1330,AERO ENERGY,32170,Cooperative,MD,543,0,0,0,0,0,0,0,0,188,355,0
1331,BRIGHT ENERGY,32173,Cooperative,OH,859,0,0,0,0,0,0,4,42,107,678,28
1332,SEBASTOPOL NATURAL GAS DISTRICT,32180,Investor Owned,MS,450,0,0,0,0,0,0,0,0,122,328,0
1333,"GRANGER ENERGY OF LAKE COUNTY, LLC",32192,Privately Owned,OH,2,0,0,0,0,0,0,0,0,2,0,0
1334,"GRANGER ENERGY, LLC",32193,Privately Owned,IN,4,0,0,0,0,0,0,0,0,4,0,0
1335,OAKLAND YALOBUSHA NATURAL GAS DISTRICT,32196,Municipal Owned,MS,413,0,0,0,0,0,0,0,0,0,0,413
1336,MINNESOTA ENERGY RESOURCES CORPORATION,32198,Investor Owned,MN,232034,137864,0,0,275,417,1653,1851,4194,44240,37316,4224
1337,"NEA CROSS OF NY, INC.",32201,Privately Owned,NY,825,0,0,0,0,0,0,0,445,263,111,6
1338,RATON NATURAL GAS COMPANY,32235,Investor Owned,NM,3015,0,0,0,0,2100,300,240,190,170,4,11
1339,JO-CARROLL ENERGY,32282,Cooperative,IA,0,0,0,0,0,0,0,0,0,0,0,0
1340,JO-CARROLL ENERGY,32282,Cooperative,IL,6087,4322,0,0,11,29,22,53,63,548,889,150
1341,DIRECT PROPANE SERVICES,32291,Privately Owned,TX,2045,0,0,0,0,0,0,0,0,60,1738,247
1342,VOLUNTEER ENERGY COOPERATIVE,32307,Cooperative,TN,44,0,0,0,0,0,0,0,0,16,25,3
1343,ABACO ENERGY SERVICES LLC,32313,Privately Owned,MT,153,0,0,0,0,0,0,0,24,95,34,0
1344,"GREATER MINNESOTA TRANSMISSION, LLC",32315,Investor Owned,MN,0,0,0,0,0,0,0,0,0,0,0,0
1345,TEXAS STATE NATURAL GAS,32322,Privately Owned,TX,4129,3160,0,0,0,0,0,0,475,77,395,22
1346,"KEYSTONE COOPERATIVE ASSOCIATION, INC.",32324,Cooperative,PA,1045,0,0,0,0,0,0,0,0,516,469,60
1347,"CONSUMERS GAS COMPANY, INC.",32332,Investor Owned,TX,302,0,0,0,0,0,0,0,0,39,237,26
1348,MISSOURI JOINT MUNICIPAL ELECTRIC UTILITY COMMISSION,32336,Municipal Owned,MO,2,0,0,0,0,0,0,0,0,2,0,0
1349,SHARPGAS INC DBA SHARP ENERGY,32347,Investor Owned,DE,9749,0,0,0,0,0,0,0,324,5340,3425,660
1350,SHARPGAS INC DBA SHARP ENERGY,32347,Investor Owned,MD,890,0,0,0,0,0,0,0,10,278,575,27
1351,SHARPGAS INC DBA SHARP ENERGY,32347,Investor Owned,PA,390,0,0,0,0,0,0,0,0,261,116,13
1352,MID-CONTINENT MARKET CENTER,32363,Investor Owned,KS,120,120,0,0,0,0,0,0,0,0,0,0
1353,"GAS ENERGY, LLC",32371,Investor Owned,TX,6662,0,0,0,0,0,0,0,0,294,5764,604
1354,"COBRA PIPELINE COMPANY, LTD.",32379,Privately Owned,OH,8,0,0,0,0,0,0,0,0,0,8,0
1355,"JPC ENERGY, LLC",32387,Investor Owned,LA,631,0,0,0,0,335,184,30,66,0,16,0
1356,WESTFIELD GAS AND ELECTRIC CO-OPERATIVE,32392,Cooperative,MA,0,0,0,0,0,0,0,0,0,0,0,0
1357,"GLENWOOD ENERGY OF OXFORD, INC.",32397,Privately Owned,OH,4307,0,0,0,0,1420,255,282,1730,416,186,18
1358,PENINSULA PIPELINE COMPANY,32462,Investor Owned,FL,2,0,0,0,0,0,0,0,0,1,1,0
1359,CITY OF MAPLETON,32468,Municipal Owned,IA,549,0,0,0,0,0,0,0,501,0,48,0
1360,MAGNOLIA NATURAL GAS LLC,32470,Privately Owned,LA,190,0,0,0,0,0,0,160,0,5,25,0
1361,CITY OF ALTON,32480,Municipal Owned,IA,513,0,0,0,225,45,55,31,71,44,42,0
1362,AGRITEXGAS L P,32500,Investor Owned,TX,3984,0,0,0,30,1740,668,135,0,0,1411,0
1363,AMEREN ILLINOIS COMPANY,32513,Investor Owned,IL,814704,80982,3001,3265,35201,179602,101037,124046,127029,84408,66494,9639
1364,WEST LIBERTY GAS SERVICE,32519,Municipal Owned,KY,352,0,0,0,0,0,9,205,50,15,71,2
1365,NEWTON COUNTY LANDFILL PARTNERSHIP,32553,Privately Owned,IN,0,0,0,0,0,0,0,0,0,0,0,0
1366,CITY OF JACKSONVILLE BEACH D/B/A BEACHES ENERGY SERVICES,32555,Municipal Owned,FL,372,0,0,0,0,0,0,0,0,0,0,372
1367,"CENTER ETHANOL COMPANY, LLC",32563,Privately Owned,IL,1,0,0,0,0,0,0,0,0,1,0,0
1368,OAKWOOD MUNICIPAL GAS,32594,Municipal Owned,OH,169,0,0,0,0,0,0,0,0,0,168,1
1369,"KENTUCKY FRONTIER GAS,LLC",32601,Privately Owned,KY,6290,0,0,0,0,509,8,3520,1183,452,552,66
1370,"ALLIANT GAS, LLC",32607,Privately Owned,TX,4174,0,0,0,0,0,0,0,1630,945,1380,219
1371,CITY OF MARFA,32621,Municipal Owned,TX,1054,835,0,0,0,0,0,0,0,0,219,0
1372,NATURAL ENERGY UTILITY CORPORATION,32622,Investor Owned,KY,1212,0,0,0,0,0,0,325,456,178,242,11
1373,"TALL OAK MID-CON, LLC",32636,Privately Owned,OK,2,2,0,0,0,0,0,0,0,0,0,0
1374,NAVITAS UTILITY COPORATION,32647,Privately Owned,KY,158,0,0,0,0,0,0,71,50,0,37,0
1375,NAVITAS UTILITY COPORATION,32647,Privately Owned,OK,5213,0,0,0,0,441,2141,2175,100,131,209,16
1376,NAVITAS UTILITY COPORATION,32647,Privately Owned,TN,649,0,0,0,0,0,0,534,91,0,21,3
1377,NAVITAS UTILITY COPORATION,32647,Privately Owned,TX,1,0,0,0,0,0,0,0,0,0,1,0
1378,SLEEPY HOLLOW OIL AND GAS,32651,Privately Owned,MT,151,0,0,0,0,0,0,0,0,0,146,5
1379,PENN VALLEY GAS INC,32660,Privately Owned,PA,1298,0,0,0,0,0,0,945,0,0,313,40
1380,"HGA, LLC",32686,Cooperative,OK,49,0,3,1,1,2,30,12,0,0,0,0
1381,"Dooley’s Natural Gas, LLC",32687,Privately Owned,MN,1393,0,0,0,0,0,0,0,0,0,1382,11
1382,"BLUE FLAME GAS COMPANY, INC.",35768,Privately Owned,VT,199,0,0,0,0,0,0,0,43,138,16,2
1383,"CONSOLIDATED GAS COOPERATIVE, INC.",36724,Cooperative,OH,199,0,0,0,0,0,0,0,0,57,119,23
1384,CRISFIELD HOUSING AUTHORITY,37066,Privately Owned,MD,80,0,0,0,0,0,0,0,80,0,0,0
1385,"DEEP CREEK MOUNTAIN UTILITIES, LLC",37083,Cooperative,MD,255,0,0,0,0,0,0,0,0,134,101,20
1386,PETROLEUM EQUIPMENT TA (FOR POORES PROPANE LP SYSTEMS),37276,Privately Owned,DE,4014,0,0,0,0,0,0,0,0,539,3028,447
1387,PETROLEUM EQUIPMENT TA (FOR POORES PROPANE LP SYSTEMS),37276,Privately Owned,MD,582,0,0,0,0,0,0,0,0,346,185,51
1388,KEESLER AIR FORCE BASE,38011,Municipal Owned,MS,714,0,0,0,0,0,0,0,0,598,116,0
1389,LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP. D/B/A LIBERTY UTILITIES,38906,Investor Owned,IA,4606,0,0,0,0,5,724,2096,1225,308,211,37
1390,LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP. D/B/A LIBERTY UTILITIES,38906,Investor Owned,IL,24950,3160,110,54,1534,3704,1746,4975,5720,2072,1767,108
1391,LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP. D/B/A LIBERTY UTILITIES,38906,Investor Owned,MO,73802,0,0,26,15073,13902,6623,9707,14473,9205,4212,581
1392,COOPERATIVE DISTRICT FOR NORTHEAST ALABAMA GAS,38918,Cooperative,AL,4,0,0,0,0,0,0,0,0,0,4,0
1393,IRVINGTON GAS,38939,Privately Owned,KY,477,0,0,0,0,0,0,0,0,0,431,46
1394,SOUTHEAST UTILITIES LLC,38940,Privately Owned,MS,761,0,0,98,170,176,124,88,64,31,10,0
1395,AUSTIN POWDER COMPANY,38953,Privately Owned,OH,1,0,0,0,0,0,0,0,0,0,1,0
1396,LIBERTY ENERGY (GEORGIA) CORP D/B/A LIBERTY UTILITIES GEORGIA,38967,Investor Owned,GA,69840,1050,0,0,2876,11206,14019,14538,11655,11357,2860,279
1397,BROWNTON MUNICIPAL NATURAL GAS,39008,Municipal Owned,MN,273,0,0,0,0,0,0,0,0,0,272,1
1398,CITY OF CONCORDIA,39044,Municipal Owned,KS,2,0,0,0,0,0,0,0,0,0,2,0
1399,"SUMMIT NATURAL GAS OF MAINE, INC.",39066,Investor Owned,ME,4683,0,0,0,0,0,0,0,0,0,4683,0
1400,SANDPIPER ENERGY,39102,Investor Owned,MD,9902,0,0,0,0,0,0,334,5645,2630,1100,193
1401,SANDPIPER ENERGY,39102,Investor Owned,MD,2490,0,0,0,0,0,0,432,1386,524,148,0
1402,MIDDLETON GAS DEPT.,39121,Municipal Owned,TN,367,0,0,0,0,0,0,0,0,0,364,3
1403,UNITED NATURAL GAS-NW GAS CONTRACTED,39168,Cooperative,MN,545,0,0,0,0,0,0,0,0,0,535,10
1404,"QCCP INDUSTRIAL PARK UTILITIES, LLC",39170,Privately Owned,IA,3,0,0,0,0,0,0,0,0,3,0,0
1405,DOOLEY'S NATURAL GAS II LLC,39198,Privately Owned,MN,546,0,0,0,0,0,0,0,0,0,539,7
1406,BATTLE LAKE NATURAL GAS,39199,Municipal Owned,MN,466,0,0,0,0,0,0,0,0,0,453,13
1407,"LEATHERSTOCKING PIPELINE, LLC",39217,Privately Owned,PA,1,0,0,0,0,0,0,0,0,0,1,0
1408,LEATHERSTOCKING GAS COMPANY,39218,Privately Owned,PA,445,0,0,0,0,0,0,0,0,0,445,0
1409,VERMILLION RISE MEGA PARK,39222,Municipal Owned,IN,23,0,0,0,0,0,1,0,21,0,1,0
1410,"ICONO-SUMMER  CHASE APARTMENT,L.P",39226,Privately Owned,DE,336,0,0,0,0,0,0,0,0,0,336,0
1411,INTERIOR GAS UTILITY,39257,Municipal Owned,AK,1391,0,0,0,0,0,0,0,126,915,165,185
1412,INTERIOR GAS UTILITY,39257,Municipal Owned,AK,31,0,0,0,0,0,0,0,0,0,16,15
1413,VILLAGE OF HAMILTON MUNICIPAL GAS UTILITY,39261,Municipal Owned,NY,213,0,0,0,0,0,0,0,0,0,191,22
1414,COMMUNITY CO-OPS OF LAKE PARK,39314,Cooperative,MN,1029,0,0,0,0,0,0,0,0,0,865,164
1415,UPPER SAND MOUNTAIN GAS DISTRICT,39315,Municipal Owned,AL,216,0,0,0,0,0,0,0,0,0,186,30
1416,ADM FREMONT,39393,Cooperative,NE,1,0,0,0,0,0,0,0,0,1,0,0
1417,MISSISSIPPI NATURAL INC.,39406,Privately Owned,MS,402,378,0,0,0,0,0,0,0,20,4,0
1418,5M GAS,39423,Privately Owned,TX,18,0,0,0,0,0,0,0,0,0,0,18
1419,"VALLEY GAS, INC.",39515,Privately Owned,KY,492,0,0,0,0,380,0,0,0,80,32,0
1420,TONKAWA MUNICIPAL AUTHORITY,39546,Municipal Owned,OK,7,0,0,0,0,0,0,0,0,0,6,1
1421,UPPER MICHIGAN ENERGY RESOURCES CORP.,39602,Investor Owned,MI,5059,0,0,0,5,588,2163,546,472,379,783,123
1422,LAKE REGION ENERGY SERVICES INC,39611,Privately Owned,MN,798,0,0,0,0,0,0,0,0,0,646,152
1423,"METROPOLITAN PROPANE AND GAS, LTD",39622,Privately Owned,TX,415,0,0,0,0,0,0,0,0,267,148,0
1424,"FALL RIVER ENTERPRISES, INC.",39628,Investor Owned,WY,131,0,0,0,0,0,0,0,0,30,101,0
1425,FOX RUN ASSOCIATES LLC,39644,Privately Owned,DE,414,0,0,0,0,0,0,414,0,0,0,0
1426,CROSS PLAINS MUNICIPAL GAS COMPANY,39671,Municipal Owned,TX,243,243,0,0,0,0,0,0,0,0,0,0
1427,"ASHLEY ENERGY, LLC",39712,Privately Owned,MO,0,0,0,0,0,0,0,0,0,0,0,0
1428,CORIX UTILITIES (TEXAS),39719,Investor Owned,TX,528,0,0,0,0,445,50,10,20,2,1,0
1429,BAZZLE GAS COMPANY,39780,Privately Owned,WV,61,0,0,0,0,0,0,0,0,0,61,0
1430,LAKE CUMBERLAND NATURAL GAS AUTHORITY,39783,Municipal Owned,KY,445,0,0,0,0,0,0,0,0,293,141,11
1431,"DOMINION PRIVATIZATION, TEXAS LLC",39795,Privately Owned,TX,4263,4084,0,0,0,0,0,0,0,0,179,0
1432,"PETERBOROUGH RETIREMENT COMMUNITY AT UPLAND FARM, INC.",39799,Privately Owned,NH,61,0,0,0,0,0,0,0,56,0,5,0
1433,"ENERTEX NB, LLC",39912,Investor Owned,TX,724,0,0,0,0,0,0,0,0,0,232,492
1434,"SOUTHERN GAS SERVICES, INC.",39964,Privately Owned,LA,9,0,0,0,0,0,0,0,9,0,0,0
1435,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,39995,Municipal Owned,KY,11,0,0,0,0,0,0,0,0,0,1,10
1436,AGRINATURAL GAS,40022,Privately Owned,MN,962,0,0,0,0,0,0,0,0,0,947,15
1437,DAKOTA NATURAL GAS LLC,40064,Investor Owned,ND,241,0,0,0,0,0,0,0,0,0,0,241
1438,DOOLEY'S NATURAL GAS OF IOWA,40068,Privately Owned,IA,2,0,0,0,0,0,0,0,0,0,0,2
1439,PAUL BUNYAN NATURAL GAS,40091,Privately Owned,MN,303,0,0,0,0,0,0,0,0,0,0,303
1440,"CITIPOWER, LLC",40137,Privately Owned,KY,492,0,0,0,0,0,0,0,430,0,38,24
1441,TRAER MUNICIPAL UTILITIES,40188,Municipal Owned,IA,794,0,0,0,0,613,0,0,46,92,41,2
1442,EVERSOURCE GAS OF MASSACHUSETTS,40196,Investor Owned,MA,280051,14530,9303,2325,7176,24688,21067,31690,47922,45651,70300,5399
1443,"RAVEN FOREST OPERATING, LLC",40246,Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0,0
1444,"TEXAS REPUBLIC UTILITY, LLC",40247,Investor Owned,TX,167,0,0,0,0,0,0,0,0,0,0,167
